Word,Frequency
sir,432
thanked,28
hows,5
jolly,3
desired,22
complimentswhich,1
fiction,3
im,114
obleeged,4
fur,63
fortnut,1
wi,3
nodding,19
sister,100
emly,183
honours,6
hospitable,2
wash,7
kettleful,1
hot,37
remarking,3
hi,1
muck,1
rubicund,1
crawfishthat,1
snug,11
nights,18
misty,4
delicious,11
retreat,6
imagination,6
conceive,7
getting,64
fog,6
creeping,10
desolate,9
enchantment,3
overcome,19
shyness,1
lowest,5
fitted,7
knitting,13
giving,46
lesson,6
allfours,1
scheme,10
telling,29
fortunes,5
dirty,12
cards,10
printing,1
fishy,2
thumb,9
pipe,24
son,54
ark,1
giv,6
joe,2
respectful,11
drowndead,2
relationship,2
daughter,56
isnt,24
brotherinlaw,2
tom,15
bacheldore,1
bachelor,4
pointing,15
missis,16
gummidge,106
peggottyi,2
peculiar,14
peggottymade,1
impressive,8
questions,11
privacy,1
niece,29
host,6
adopted,9
destitute,3
partner,25
gold,20
steelthose,1
similes,1
swore,5
oath,4
generosity,8
referred,23
heavy,42
split,1
gormed,3
answer,67
inquiries,9
etymology,1
terrible,18
verb,2
passive,3
constituting,1
imprecation,1
entertainers,2
goodness,25
listened,24
womens,1
crib,1
hanging,20
hammocks,1
luxurious,3
enhanced,1
slumber,3
stole,12
howling,2
fiercely,5
lazy,11
apprehension,15
bethought,3
happen,9
happened,54
oystershell,3
frame,11
mirror,4
picking,5
youre,55
sailor,3
act,38
gallantry,2
sail,7
image,16
itself,50
shaking,92
boldness,3
big,6
mighty,12
ocean,7
ah,47
tear,11
drownded,5
coincidence,4
explanation,14
happiest,6
imaginable,1
grave,58
shaded,7
tree,13
beneath,17
boughs,3
sing,26
differences,4
emlys,19
orphanhood,1
somewhere,25
depths,9
shells,7
pebbles,5
fisherman,3
fishermans,5
uncle,40
dan,3
danyonder,1
boathouse,4
id,16
skyblue,3
coat,29
diamond,2
nankeen,8
cocked,5
silver,11
treasures,5
acknowledge,6
difficult,32
ease,16
raiment,1
policy,4
sentiments,5
enumeration,1
articles,19
glorious,9
vision,6
emily,37
nodded,31
gentlefolks,3
weathernot,1
sakes,2
fishermens,2
wed,1
em,63
hurt,19
satisfactory,7
improbable,5
contemplation,12
emboldened,5
shyly,2
reassure,1
moderately,1
wave,8
heels,10
awful,22
recollection,20
relations,13
added,42
arefor,1
brink,7
jetty,1
causeway,1
falling,22
wake,13
blows,3
crying,48
started,19
jagged,1
protruded,2
overhung,3
defence,1
incident,7
impressed,11
draughtsman,1
draw,19
form,62
accurately,3
springing,2
destruction,5
forgotten,34
bold,22
fluttering,5
safe,20
fears,9
uttered,20
fruitlessly,1
manhood,2
possibilities,2
hidden,2
rashness,1
merciful,2
attraction,3
tempting,5
permitted,13
chance,20
ending,2
revealed,7
fully,18
comprehend,6
preservation,1
depended,4
motion,17
ought,69
save,17
sincei,1
beenwhen,1
waters,3
premature,2
loaded,3
stranded,1
starfish,1
wateri,1
hardly,85
race,12
reverseand,1
dwelling,10
lee,2
lobsterouthouse,1
exchange,10
mavishes,1
dialect,2
thrushes,1
compliment,14
loved,93
truly,24
tenderly,18
purity,5
disinterestedness,1
enter,22
ennobling,1
blueeyed,3
mite,2
etherealized,2
angel,25
sunny,6
forenoon,5
spread,10
wings,4
flown,1
dim,12
sported,1
adored,3
confessed,4
reduced,11
necessity,9
killing,3
sword,2
inequality,1
youthfulness,2
future,28
provision,11
growing,26
whisper,32
lovingly,6
locker,9
lor,2
smiled,21
grinned,3
toy,10
model,4
colosseum,1
residence,11
gummidges,7
fretful,3
whimpered,1
parties,17
establishment,25
sorry,84
moments,37
convenient,8
apartment,10
retire,3
revived,5
willing,15
discovered,14
third,12
eight,33
nine,27
lone,15
lorn,15
creetur,11
words,142
unpleasant,6
occurrence,4
everythink,5
goes,26
itll,8
peggottyand,1
cutting,11
blasts,1
fireside,16
warmest,4
snuggest,1
easiest,1
suit,19
complaining,5
occasioning,1
visitation,2
creeps,3
helped,8
distinction,8
bony,6
burnt,10
acknowledged,7
disappointment,13
declaration,10
bitterness,2
accordingly,21
unfortunate,34
wretched,23
miserable,46
cheerfully,19
patching,1
waterboots,1
forlorn,8
sigh,10
mates,3
amiss,8
clap,3
cheer,15
mawther,6
silk,6
handkerchief,23
wiped,12
dame,1
youve,17
danl,30
ive,31
spell,3
tonight,39
driving,7
wiping,11
o,26
ye,14
misfortun,1
extended,4
retort,1
entreaty,4
troubles,10
hardened,2
roared,5
mental,9
fit,32
return,58
thinks,16
riddance,2
retired,24
betook,3
exhibited,4
trace,4
profoundest,3
sympathy,16
expression,70
animating,1
un,11
fixed,24
explained,23
truth,50
occasions,25
moving,19
hammock,2
repeat,15
similar,16
remainder,5
extenuation,1
tenderest,4
commiseration,4
slipped,4
varied,3
variation,3
altered,23
engagements,3
unemployed,2
row,3
slight,23
associated,16
obtains,1
especially,18
bells,10
lazily,3
dropping,8
mist,9
showing,14
agony,18
piercing,4
arminarm,6
redeemed,1
promise,27
characters,10
apartments,2
announced,10
manuscript,10
parting,36
void,3
ungrateful,7
reproachful,9
conscience,8
sinking,8
nest,3
comforter,2
gained,4
sharing,2
tried,80
kindly,21
sorts,17
pleasedand,1
grey,41
threatening,3
rain,17
ruefully,1
wait,41
illill,2
natural,65
awkwardness,1
extraordinary,31
festoon,1
led,36
nothings,4
assuming,4
sprightliness,1
somethings,1
wheres,7
hasnt,8
tumble,6
pet,11
astonishing,9
pant,2
hug,5
inquiry,11
azacklythat,1
substitute,6
militia,1
wordsbring,1
untying,1
breathless,8
pa,2
trembled,12
somethingi,1
howconnected,1
raising,12
unwholesome,5
gasp,1
swallowing,3
dropped,27
arose,14
hurriedly,14
timidly,8
clara,41
control,8
suspense,4
shrubs,2
heads,21
creep,3
crept,8
lie,21
rambled,2
downstairs,31
roamed,3
filled,14
dogdeep,1
mouthed,1
blackhaired,1
himand,5
sprang,4
disgrace,15
removed,18
sentient,1
appeal,18
daywho,1
sleeps,3
wonderto,1
bark,12
climbed,1
oddest,1
cracks,1
paper,47
flaws,1
windowglass,2
ripples,1
dimples,1
washingstand,2
rickety,1
influence,41
conscious,27
desolation,4
consider,46
torn,10
piece,30
somebody,56
uncovering,1
hide,16
trembling,33
lip,15
bedclothes,3
pressed,17
reconcile,4
prejudice,2
paraphrase,1
grace,9
forgive,47
distract,1
honeymoon,2
inveterate,2
enemy,11
relent,3
envy,3
happiness,54
savage,4
pettish,2
wilful,4
troublesome,4
bedside,6
murdstones,27
forgottenfirmness,1
edward,11
pouting,2
isvery,1
hardisnt,1
whispered,23
lean,5
necki,1
mould,4
pliant,3
chose,11
darkening,4
watched,18
dismissed,9
nod,13
mistresss,1
address,29
glances,4
curtseyed,2
replying,14
excuse,32
remaining,16
steadily,17
attracted,18
opposed,4
thin,16
obstinate,7
shorter,4
wince,4
smart,2
conquer,2
blood,24
dirt,8
mark,15
intelligence,20
pointed,20
motioned,4
obey,7
directly,30
knocked,17
compunction,2
hesitated,4
improve,16
humours,3
season,7
encouragement,14
pity,19
ignorance,5
reassurance,1
dutiful,2
henceforth,6
hypocritical,3
hate,7
followed,36
stillmissing,1
freedom,4
treadbut,1
spoken,23
motheri,2
none,49
thatand,1
gathered,8
elder,4
actively,4
concerned,11
annual,6
charge,25
profits,6
winemerchants,2
greatgrandfathers,1
meditating,1
hardihood,3
slip,4
lest,19
offend,2
coach,70
receive,39
dusk,5
embrace,11
obedient,3
secretly,13
gloomylooking,1
resembled,3
meeting,20
disabled,2
uncompromising,4
initials,2
lids,1
nails,10
coachman,13
steel,5
purse,16
jail,8
bag,24
chain,7
bite,9
metallic,1
tokens,4
formally,4
relation,13
sisterinlaw,2
dye,7
encouraging,2
hoped,32
indifferent,16
wants,20
distinctness,2
favour,31
shown,19
wherein,6
unlocked,4
peeped,4
numerous,11
fetters,5
rivets,1
embellished,3
array,1
storecloset,2
rights,7
havoc,1
haunted,9
suspicion,16
premises,9
delusion,6
dived,1
coalcellar,1
untimely,5
scarcely,20
cupboard,6
clapping,8
belief,21
airy,8
lark,2
stirring,5
concur,3
suggestion,14
cockcrow,1
approach,15
relieve,10
thoughtlessmy,1
blushed,5
characterto,1
duties,12
imposed,7
undertaken,2
keys,13
attend,14
pillow,7
suffer,11
pass,38
shadow,33
protest,3
developing,5
household,6
plans,11
signified,4
approbation,5
consulted,10
sternly,7
firmness,18
grand,2
quality,12
comprehension,1
nevertheless,8
tyranny,4
gloomy,12
arrogant,1
devils,2
humour,16
creed,1
firm,22
exception,10
inferior,6
tributary,3
degree,24
bearing,9
firmly,12
believing,6
earth,28
frightenedi,1
edwardits,1
managed,6
interfered,2
tomorrow,51
insinuate,5
character,75
grievous,4
disadvantage,5
unhappy,49
unreasonable,5
assists,1
mere,27
inexperienced,9
edwardi,1
sobut,2
severe,10
thundered,3
jaildelivery,1
continued,27
surprise,34
astound,2
marrying,7
artless,3
forming,4
infusing,1
amount,16
assistance,16
sake,39
housekeepers,1
meets,3
base,8
pray,40
accuse,1
faults,7
chilled,1
implored,7
piteously,3
affectionate,34
weakness,20
reply,44
weight,16
coldness,6
unkindness,3
defects,3
correct,6
object,63
brokenhearted,5
harsh,5
uncommon,12
unusual,5
betrayed,8
magnanimous,1
scene,13
boydavid,1
groped,4
earlier,7
paused,6
earnestly,15
humbly,8
entreating,3
granted,7
reconciliation,1
appealing,6
ascertained,3
means,59
infirm,2
offer,23
resign,6
fright,5
taint,2
darkened,12
religion,2
austere,2
wrathful,1
necessary,44
consequence,25
allow,41
severest,1
penalties,1
visages,2
dreaded,9
file,2
captive,2
condemned,2
looks,40
pall,1
listen,23
mumbling,1
responses,2
emphasizing,2
relish,14
roll,12
sinners,1
congregation,4
names,22
catch,4
rare,4
glimpses,4
muttering,6
thunder,3
likely,49
angels,4
destroying,1
relax,3
muscle,3
pokes,1
prayerbook,1
note,20
linger,3
follow,16
step,37
gaiety,4
worried,3
stupidly,1
dreary,12
dismal,17
boardingschool,1
originated,5
agreed,12
concluded,11
learnt,11
lessons,15
presided,5
nominally,2
miscalled,1
bane,1
lives,19
apt,1
learning,15
alphabet,3
fat,10
primer,1
puzzling,1
novelty,5
shapes,6
goodnature,5
q,1
s,4
disgust,3
reluctance,3
path,14
flowers,32
crocodilebook,2
cheered,4
succeeded,11
deathblow,1
daily,12
drudgery,2
misery,11
hardperfectly,1
unintelligible,2
secondbest,1
exercisebook,1
slate,4
writingdesk,3
easychair,9
stringing,1
infinite,15
pains,12
page,19
aloud,14
racing,1
pace,15
trip,6
redden,1
halfadozen,8
dared,10
interposes,1
awfully,2
returns,6
stupid,18
clause,4
injunction,4
successful,7
dressinggown,1
problem,1
movement,4
expecting,10
submissively,3
shuts,1
lays,7
arrear,1
worked,28
tasks,8
pile,3
arrears,1
swells,2
rolling,14
snowball,1
bigger,4
hopeless,9
wallowing,1
bog,1
abandon,6
fate,13
despairing,9
blunder,1
greatest,15
observing,27
tries,2
cue,1
warning,14
starts,3
colours,8
smiles,4
throws,2
turns,14
shoulders,21
worst,18
appalling,3
sum,23
invented,5
delivered,17
orally,1
begins,6
cheesemongers,1
shop,57
thousand,36
doublegloucester,1
cheeses,4
fourpencehalfpenny,1
paymentat,1
overjoyed,3
pore,1
enlightenment,1
dinnertime,4
mulatto,1
pores,1
skin,2
slice,5
bread,12
studies,3
fascination,5
snakes,1
tolerable,3
endure,8
untasked,1
rashly,1
workgive,1
exercise,8
caused,8
clapped,7
labour,13
recreation,1
theology,1
swarm,3
vipers,1
midst,21
disciples,1
contaminated,1
treatment,5
sullen,8
dogged,1
alienated,1
stupefied,1
collection,5
access,2
adjoined,1
blessed,16
roderick,5
random,7
peregrine,3
pickle,3
humphrey,1
clinker,1
vicar,1
wakefield,1
don,1
quixote,1
gil,3
blas,3
robinson,5
crusoe,5
timethey,1
arabian,2
tales,2
geniiand,1
harm,21
porings,1
blunderings,1
heavier,4
themes,1
consoled,3
impersonating,1
themas,1
didand,1
oneswhich,1
harmless,3
sustained,6
stretch,4
verily,2
greedy,2
volumes,3
voyages,2
travelsi,1
nowthat,2
shelves,2
armed,2
centrepiece,1
boottreesthe,1
realization,6
captain,25
royal,6
british,4
navy,2
beset,3
savages,1
sell,7
dignity,23
boxed,2
latin,7
despite,3
grammars,1
languages,3
constant,12
comfort,35
barn,1
stone,20
association,13
locality,1
pipes,4
climbing,2
churchsteeple,1
strap,2
knapsack,3
wicketgate,2
commodore,1
trunnion,1
club,9
village,9
alehouse,3
binding,3
canea,1
lithe,1
limber,1
cane,8
poised,3
switched,1
flogged,2
butbut,1
gravely,22
apprehensive,4
dialogue,7
sought,11
saidand,2
ityou,2
careful,12
today,38
poise,1
switch,1
preparation,12
beside,40
freshener,1
slipping,3
entire,8
skates,1
skim,1
smoothness,1
checking,3
badly,4
distinguishing,2
conceiving,2
prepared,28
mistake,15
failures,2
watchful,5
canes,1
wink,5
solemnly,15
rose,37
worry,6
torment,5
occasioned,12
stoical,1
strengthened,4
gravelyi,1
parade,4
executing,1
justiceand,1
twisted,4
vice,2
twined,2
caught,24
teeth,15
sets,7
edge,6
noise,19
running,50
outi,1
outand,1
fevered,1
raging,7
puny,1
unnatural,5
stillness,5
reign,1
passion,22
cool,15
listening,24
crawled,1
swollen,2
ugly,8
stripes,1
afresh,7
guilt,3
breast,56
atrocious,3
criminal,2
sill,1
dozing,5
listlessly,1
key,13
meat,10
glaring,3
exemplary,2
locking,2
undressed,2
fearfully,2
committed,13
custody,5
prison,16
hanged,2
weighed,4
stale,3
oppression,2
avail,6
permission,19
imprisonment,3
besought,8
forgiveness,8
excepted,5
timeexcept,1
prayers,8
escorted,2
placed,18
stationed,5
outlaw,1
jailer,1
anyone,64
devotional,1
posture,2
bound,38
wrapper,3
convey,3
occupy,9
incidents,3
audible,5
shutting,13
murmuring,5
footsteps,11
solitude,4
disgracethe,1
uncertain,10
comethe,2
depressed,5
nightmares,1
hadthe,1
noon,6
played,28
ashamed,22
prisonerthe,1
sensation,12
speakthe,1
fleeting,2
intervals,20
cheerfulness,8
eating,20
drinking,22
itthe,3
faster,6
gathering,5
quench,2
gloom,11
remorseall,1
appears,16
vividly,6
stamped,3
restraint,6
awakened,13
immediate,12
tone,49
mysterious,18
keyhole,8
soft,26
mouse,4
catll,1
urgency,1
throat,17
tickled,3
clothes,37
shant,7
medium,7
communicating,3
venture,10
assert,5
shooting,3
sentence,9
convulsive,2
aint,86
azackly,2
intimate,7
poppet,1
someone,26
darling,40
yeyeyeyes,1
scholar,13
loveespecially,1
affectioni,2
faceand,3
parted,32
grew,15
define,1
replace,4
vacancy,5
acted,7
tragedy,1
news,14
pale,37
whose,67
suffering,5
grieved,4
passions,4
persuaded,18
sorely,4
eat,21
breadandbutter,4
trickled,1
wheels,9
goodbye,16
holidays,6
repent,5
wet,15
amazement,14
hedge,2
climb,2
squeezed,4
stays,1
pressure,11
painful,19
till,46
tender,19
releasing,3
elbow,13
bags,2
cakes,3
crammed,4
pockets,15
final,5
button,6
picked,7
treasured,3
keepsake,1
inquire,15
situations,1
resolution,16
assented,12
leisure,18
examine,6
leather,1
snap,2
polished,7
whitening,1
contents,17
halfcrowns,2
written,47
reach,13
sleeve,7
previous,9
seized,7
jogged,3
jerking,2
rein,1
deader,1
pork,4
afore,39
stagecutch,2
thatll,6
towherever,1
barkis,146
sayhe,1
phlegmatic,1
temperament,3
conversationali,1
cake,6
gulp,1
elephants,3
slouching,2
footboard,2
pastry,2
cooking,6
whistle,6
considerable,13
sweethearts,2
blieve,1
sweetmeats,1
wanted,67
pointedly,2
alluded,7
description,20
refreshment,6
sweet,41
walks,13
sweetheart,4
apple,3
parsties,2
doos,2
praps,2
writin,2
rejoined,30
willin,8
message,13
yees,2
considering,26
faltering,4
repudiated,1
jerk,8
profound,14
gravity,10
undertook,6
transmission,2
procured,2
sheet,9
inkstand,5
wrote,47
yours,34
ps,3
knowbarkis,1
commission,13
prospectively,2
relapsed,2
worn,20
sack,1
entirely,23
innyard,2
abandoned,13
latent,6
unlikely,4
ultimately,8
yardpavement,1
driven,7
bowwindow,6
joints,3
nobodys,1
william,10
waiter,46
maps,2
foreign,9
cloth,14
castors,2
modesty,7
chops,7
vegetables,3
covers,1
bouncing,1
offence,17
affably,1
sixfoot,1
dexterity,3
avoid,10
splashing,2
gravy,2
staring,12
blush,11
watching,16
pint,9
ale,15
poured,6
jug,7
tumbler,5
twinklingeyed,1
pimplefaced,1
upright,19
akimbo,1
friendly,31
yesterday,25
saida,1
stout,8
topsawyerperhaps,1
breeches,4
gaiters,11
broadbrimmed,3
speckled,1
choker,1
bashfully,3
ordered,17
alewould,1
order,33
iti,4
notdrank,1
oughtnt,6
accident,12
offends,1
everything,83
oblige,7
safely,5
horrible,3
meet,57
lamented,2
topsawyer,1
lifeless,1
carpet,5
fresher,3
dish,6
effects,10
beer,7
lucky,4
bone,3
potato,3
appetite,18
pudding,17
ruminate,1
absent,7
pie,5
rousing,3
batterpudding,2
tablespoon,3
lets,5
wholl,1
entreated,15
win,6
teaspoon,4
dispatch,2
mouthful,1
finding,26
companionable,1
ink,13
letter,127
lowspirited,4
ribstwo,1
ribsa,1
waslet,2
seehow,1
rib,1
disguise,12
cheering,5
consisted,3
whopping,1
blowing,19
coachhorn,1
seasonable,1
diversion,2
hesitatingly,1
mingled,14
pride,46
diffidence,2
letterpaper,3
duty,43
threepence,4
taxed,3
youwhat,3
ihow,1
towhat,1
stammered,4
blushing,13
cowpock,1
sixpence,10
support,16
aged,3
pairint,1
sisterhere,1
agitatedi,1
farthing,3
treated,18
acceptance,4
trifle,6
wittlesand,1
coalshere,1
misfortunes,6
recognition,8
ninepence,7
brutality,1
hardness,2
humility,11
veneration,8
spun,3
disconcerting,2
eaten,4
overhearing,1
guard,10
george,2
hell,18
womenservants,2
giggle,1
phenomenon,5
recovered,17
disturbed,19
joined,12
inclined,19
simple,18
reliance,10
superior,13
qualities,12
prematurely,2
worldly,13
wisdom,11
serious,29
mistrust,5
deserving,11
jokes,3
drawing,50
expediency,1
travelling,8
wagon,3
passengers,5
merry,19
contracted,9
remain,34
hungry,9
nightfor,1
apprehensions,14
realized,2
supper,22
muster,3
huskyvoiced,1
sandwichbox,1
bottle,13
boaconstrictor,1
meal,6
actually,16
rash,3
beef,12
due,20
midsummer,1
weather,23
pictured,4
insides,1
houses,27
inhabitants,4
plenty,11
continually,14
towhich,1
speculation,5
resigned,7
thoughts,65
endeavouring,12
blind,21
satisfy,4
bitten,3
remote,8
antiquity,2
chilly,3
roughfaced,1
prevent,12
smothered,2
completely,19
blocking,1
pleasewhich,1
woke,2
elderly,7
cloak,4
haystack,5
underneath,20
cramped,3
rattle,6
cruellest,1
poke,1
fidget,1
bones,3
companions,9
easier,4
difficulties,31
laboured,7
utterance,6
terrific,4
gasps,1
snorts,1
conceived,9
lighter,7
feint,1
everyone,14
repelled,3
astonishment,15
invariably,5
weaknesses,5
imagine,15
amazing,5
adventures,3
heroes,1
enacting,1
reenacting,1
vaguely,7
fuller,1
wonders,9
wickedness,4
cities,1
approached,14
degrees,12
inn,36
whitechapel,1
district,2
bull,2
boar,1
likeness,10
guards,2
bookingoffice,3
yoongster,2
booked,3
bloonderstone,2
sooffolk,2
helplessly,2
owning,2
anxiously,9
bystanders,1
neck,37
tie,3
stable,5
ladder,5
daring,5
stir,8
luggage,9
cleared,17
wheeled,5
backed,2
hostlers,1
dusty,10
youngster,1
invitation,9
clerk,25
counter,7
scale,6
parcels,2
inhaling,1
stables,2
procession,7
considerations,8
supposing,6
seven,41
bins,1
pump,6
office,68
devised,1
plan,7
rid,17
spent,11
starve,2
obviously,1
customers,4
entailing,1
whateveritwas,1
risk,6
expenses,4
proper,8
authorities,4
soldier,27
burning,20
giddy,9
dismay,2
slanted,2
pushed,12
gaunt,4
sallow,1
hollow,7
ended,10
glossy,1
rusty,15
sleeves,3
neckkerchief,5
overclean,1
hint,9
masters,8
salem,29
overawed,1
allude,10
commonplace,1
insinuating,5
useful,25
hereafter,1
instructions,8
accomplished,7
blackheath,2
diffidently,2
stagecoach,8
miles,26
faint,19
thisi,3
nowand,2
wholesome,8
bakers,3
series,5
proposals,1
bilious,2
rejected,3
decided,16
loaf,7
grocers,1
streaky,1
bacon,11
cheap,6
provisions,2
uproar,5
weary,24
persons,16
almshouses,2
inscription,6
twentyfive,1
latch,3
alike,11
diamondpaned,2
saucepan,5
boil,2
bellows,2
sounded,9
charley,10
rubbing,29
curtsey,3
cook,8
gentlemans,5
fibbitson,3
bundle,12
impressment,1
boiling,6
broiling,1
dudgeon,1
discomfited,4
fist,4
culinary,1
operations,1
streamed,1
screening,1
sedulously,2
distrustful,2
completion,2
preparations,11
relieving,3
joy,37
aloudand,1
unmelodious,1
rasher,3
basin,3
flute,13
skirts,4
screwed,4
artificial,3
tunes,3
wereif,1
performance,10
doubtbut,1
strain,7
